<<<15:31:28:646774>>>
* Screen coordinates (1447, 53) choosen in zone #3.
* Screen dimensions are 1600 wide by 900 high.
* Minimum (x, y) are (1333, 0).
* Maximum (x, y) are (1600, 150).
* Mid (x, y) are (1466, 75).
<<<15:31:28:646774>>>  Image at Pix\Faraway_Objects\Asteroids\4.png choosen for background...
<<<15:31:32:335864>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:31:32:335864>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:335864>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:335864>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:335864>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:31:32:351988>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:351988>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:351988>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:351988>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:31:32:351988>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:351988>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:351988>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:351988>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:31:32:367935>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:367935>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:367935>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:367935>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:31:32:367935>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:367935>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:367935>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:367935>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:31:32:384673>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:384673>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:384673>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:384673>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:31:32:384673>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:384673>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:384673>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:384673>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:31:32:400966>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:400966>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:400966>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:400966>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:31:32:400966>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:400966>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:400966>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:400966>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:31:32:416535>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:416535>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:416535>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:416535>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:31:32:416535>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:416535>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:416535>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:416535>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:31:32:432530>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:432530>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:432530>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:432530>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:31:32:432530>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:432530>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:432530>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:432530>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:31:32:448948>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:448948>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:448948>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:448948>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:31:32:448948>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:448948>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:448948>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:448948>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:31:32:465825>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:465825>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:465825>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:465825>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:31:32:465825>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:465825>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:465825>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:465825>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:31:32:481641>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:481641>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:481641>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:481641>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:31:32:481641>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:481641>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:481641>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:481641>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:31:32:499130>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:499130>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:499130>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:499130>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:31:32:499130>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:499130>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:499130>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:499130>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:31:32:515470>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:515470>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:515470>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:515470>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:31:32:515470>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:515470>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:32:515470>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:32:515470>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:31:32:532481>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:532481>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:532481>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:532481>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:549097>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:549097>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:549097>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:549097>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:564784>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:564784>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:564784>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:564784>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:580527>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:580527>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:580527>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:580527>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:597235>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:597235>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:597235>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:597235>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:613408>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:613408>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:613408>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:613408>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:630356>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:630356>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:630356>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:630356>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:648304>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:648304>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:648304>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:648304>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:666130>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:666130>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:666130>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:666130>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:681720>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:681720>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:681720>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:681720>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:698011>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:698011>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:698011>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:698011>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:715248>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:715248>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:715248>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:715248>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:731387>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:731387>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:731387>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:731387>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:747647>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:747647>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:747647>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:747647>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:764413>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:764413>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:764413>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:764413>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:781004>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:781004>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:781004>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:781004>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:796623>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:796623>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:796623>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:796623>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:812773>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:812773>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:812773>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:812773>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:828910>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:828910>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:828910>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:828910>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:845872>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:845872>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:845872>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:845872>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:862176>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:862176>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:862176>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:862176>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:877887>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:877887>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:877887>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:877887>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:893843>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:893843>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:893843>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:893843>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:909732>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:909732>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:909732>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:909732>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:925745>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:925745>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:925745>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:925745>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:941892>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:941892>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:941892>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:941892>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:958712>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:958712>>>  Tank #2 Red AI Tank increased launch speed one unit...
<<<15:31:32:958712>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:32:958712>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:31:32:975636>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:32:975636>>>  Tank #2 Red AI Tank increased launch speed one unit...
