<<<15:11:29:570398>>>
* Screen coordinates (160, 280) choosen in zone #8.
* Screen dimensions are 1600 wide by 900 high.
* Minimum (x, y) are (0, 150).
* Maximum (x, y) are (266, 750).
* Mid (x, y) are (133, 450).
<<<15:11:29:570398>>>  Image at Pix\Faraway_Objects\Quasars\2.png choosen for background...
* The celestial boyd's density is 3340 kg/m^3.
* The celestial body's mass is 9.166837864773944e+21 kg.
* The Earth's mass is 5.972e+24 kg.
* The celestial body's radius is 868.55 km.
* The celestial body's coordinates are (-5797.228343232242, -10464.418736216665).
* The celestial body's velocity is (2.1223755943155593, -7.056235853542723).
* The celestial body's speed is 7.368510201130763 km/s.
* The celestial body's acceleration is (0.001372876396553291, 0.002451913421567194).
* The celestial body's screen x and y coordinates are (718, 597).
* The celestial body's screen radius is 12.
* The celestial is using a pix found at Pix\Moons\8.png.
<<<15:11:33:338754>>>  Pix\Moons\8.png loaded as pixie for Moon #2-6305...
<<<15:11:33:338754>>>  Moon #2-6305 has been created by Moon #2...
<<<15:11:33:338754>>>
* CURRENT VALUES FOR CELESTIAL BODY:  Moon #2-6305
* This is not the homeworld.
* The celestial boyd's density is 3340 kg/m^3.
* The celestial body's mass is 9.166837864773944e+21 kg.
* The Earth's mass is 5.972e+24 kg.
* The celestial body's radius is 868.55 km.
* The celestial body's coordinates are (-5797.228343232242, -10464.418736216665).
* The celestial body's velocity is (2.1223755943155593, -7.056235853542723).
* The celestial body's speed is 7.368510201130763 km/s.
* The celestial body's acceleration is (0, 0).
* The celestial body's screen x and y coordinates are (800, 450).
* The celestial body's screen radius is 12.
* The celestial is using a pix found at Pix\Moons\8.png.
<<<15:11:33:339748>>>  New values for Moon #2:
<<<15:11:33:339748>>>
* CURRENT VALUES FOR CELESTIAL BODY:  Moon #2
* This is not the homeworld.
* The celestial boyd's density is 3340 kg/m^3.
* The celestial body's mass is 9.166837864773944e+21 kg.
* The Earth's mass is 5.972e+24 kg.
* The celestial body's radius is 868.55 km.
* The celestial body's coordinates are (-5202.16930578352, -9831.738845236558).
* The celestial body's velocity is (2.1223755943155593, -7.056235853542723).
* The celestial body's speed is 7.368510201130763 km/s.
* The celestial body's acceleration is (0.001372876396553291, 0.002451913421567194).
* The celestial body's screen x and y coordinates are (726, 588).
* The celestial body's screen radius is 12.
* The celestial is using a pix found at Pix\Moons\8.png.
<<<15:11:33:339748>>>  nNew values for Moon #2-6305
<<<15:11:33:339748>>>
* CURRENT VALUES FOR CELESTIAL BODY:  Moon #2-6305
* This is not the homeworld.
* The celestial boyd's density is 3340 kg/m^3.
* The celestial body's mass is 9.166837864773944e+21 kg.
* The Earth's mass is 5.972e+24 kg.
* The celestial body's radius is 868.55 km.
* The celestial body's coordinates are (-6392.287380680964, -11097.098627196772).
* The celestial body's velocity is (2.1223755943155593, -7.056235853542723).
* The celestial body's speed is 7.368510201130763 km/s.
* The celestial body's acceleration is (0, 0).
* The celestial body's screen x and y coordinates are (709, 606).
* The celestial body's screen radius is 12.
* The celestial is using a pix found at Pix\Moons\8.png.
<<<15:11:33:773898>>>  Pix at Pix\Explosions\Celestial_Explosion_04\explosion-d1.png loaded as frame for Moon #2's Explosion-2832...
<<<15:11:33:774894>>>  Pix at Pix\Explosions\Celestial_Explosion_04\explosion-d2.png loaded as frame for Moon #2's Explosion-2832...
<<<15:11:33:774894>>>  Pix at Pix\Explosions\Celestial_Explosion_04\explosion-d3.png loaded as frame for Moon #2's Explosion-2832...
<<<15:11:33:775890>>>  Pix at Pix\Explosions\Celestial_Explosion_04\explosion-d4.png loaded as frame for Moon #2's Explosion-2832...
<<<15:11:33:775890>>>  Pix at Pix\Explosions\Celestial_Explosion_04\explosion-d5.png loaded as frame for Moon #2's Explosion-2832...
<<<15:11:33:777010>>>  Pix at Pix\Explosions\Celestial_Explosion_04\explosion-d6.png loaded as frame for Moon #2's Explosion-2832...
<<<15:11:33:777325>>>  Pix at Pix\Explosions\Celestial_Explosion_04\explosion-d7.png loaded as frame for Moon #2's Explosion-2832...
<<<15:11:33:777325>>>  Pix at Pix\Explosions\Celestial_Explosion_04\explosion-d8.png loaded as frame for Moon #2's Explosion-2832...
<<<15:11:33:778340>>>  Pix at Pix\Explosions\Celestial_Explosion_04\explosion-d9.png loaded as frame for Moon #2's Explosion-2832...
<<<15:11:33:778340>>>
* CURRENT VALUES FOR CELESTIAL BODY:  Moon #2's Explosion-2832
* This is not the homeworld.
* The celestial boyd's density is 5515 kg/m^3.
* The celestial body's mass is 1000 kg.
* The Earth's mass is 5.972e+24 kg.
* The celestial body's radius is 868.55 km.
* The celestial body's coordinates are (-4565.510220097997, -11623.46517860525).
* The celestial body's velocity is (2.3581701362685927, -6.286356393263569).
* The celestial body's speed is 6.71410776609333 km/s.
* The celestial body's acceleration is (0.0008195933836823444, 0.002254144791997028).
* The celestial body's screen x and y coordinates are (735, 614).
* The celestial body's screen radius is 12.
* The celestial is using frames found at Pix\Explosions\Celestial_Explosion_04.
* The celestial has a frame at explosion-d1.png.
* The celestial has a frame at explosion-d2.png.
* The celestial has a frame at explosion-d3.png.
* The celestial has a frame at explosion-d4.png.
* The celestial has a frame at explosion-d5.png.
* The celestial has a frame at explosion-d6.png.
* The celestial has a frame at explosion-d7.png.
* The celestial has a frame at explosion-d8.png.
* The celestial has a frame at explosion-d9.png.
* The celestial is currently using a frame at explosion-d1.png.
<<<15:11:33:778340>>>
* ADDITIONAL INFORMATION FOR Moon #2's Explosion-2832:
* This cannonball is active.
* This cannonball is exploding!
* This cannonball is a celestial explosion.
<<<15:11:33:778340>>>  Moon #2 has shrunk itself...
<<<15:11:33:778340>>>
* CURRENT VALUES FOR CELESTIAL BODY:  Moon #2
* This is not the homeworld.
* The celestial boyd's density is 3340 kg/m^3.
* The celestial body's mass is 1.145854733096743e+21 kg.
* The Earth's mass is 5.972e+24 kg.
* The celestial body's radius is 434.275 km.
* The celestial body's coordinates are (-4565.510220097997, -11623.46517860525).
* The celestial body's velocity is (2.3581701362685927, -6.286356393263569).
* The celestial body's speed is 6.71410776609333 km/s.
* The celestial body's acceleration is (0.0008195933836823444, 0.002254144791997028).
* The celestial body's screen x and y coordinates are (735, 614).
* The celestial body's screen radius is 6.
* The celestial is using a pix found at Pix\Moons\8.png.
<<<15:11:33:778340>>>  Pix\Moons\8.png loaded as pixie for Moon #2-9700...
<<<15:11:33:778340>>>  Moon #2-9700 has been created by Moon #2...
<<<15:11:33:778340>>>
* CURRENT VALUES FOR CELESTIAL BODY:  Moon #2-9700
* This is not the homeworld.
* The celestial boyd's density is 3340 kg/m^3.
* The celestial body's mass is 1.145854733096743e+21 kg.
* The Earth's mass is 5.972e+24 kg.
* The celestial body's radius is 434.275 km.
* The celestial body's coordinates are (-4565.510220097997, -11623.46517860525).
* The celestial body's velocity is (2.3581701362685927, -6.286356393263569).
* The celestial body's speed is 6.71410776609333 km/s.
* The celestial body's acceleration is (0, 0).
* The celestial body's screen x and y coordinates are (800, 450).
* The celestial body's screen radius is 6.
* The celestial is using a pix found at Pix\Moons\8.png.
<<<15:11:33:778340>>>  New values for Moon #2:
<<<15:11:33:778340>>>
* CURRENT VALUES FOR CELESTIAL BODY:  Moon #2
* This is not the homeworld.
* The celestial boyd's density is 3340 kg/m^3.
* The celestial body's mass is 1.145854733096743e+21 kg.
* The Earth's mass is 5.972e+24 kg.
* The celestial body's radius is 434.275 km.
* The celestial body's coordinates are (-4178.949793188929, -11425.561636512442).
* The celestial body's velocity is (2.3581701362685927, -6.286356393263569).
* The celestial body's speed is 6.71410776609333 km/s.
* The celestial body's acceleration is (0.0008195933836823444, 0.002254144791997028).
* The celestial body's screen x and y coordinates are (740, 611).
* The celestial body's screen radius is 6.
* The celestial is using a pix found at Pix\Moons\8.png.
<<<15:11:33:778340>>>  nNew values for Moon #2-9700
<<<15:11:33:778340>>>
* CURRENT VALUES FOR CELESTIAL BODY:  Moon #2-9700
* This is not the homeworld.
* The celestial boyd's density is 3340 kg/m^3.
* The celestial body's mass is 1.145854733096743e+21 kg.
* The Earth's mass is 5.972e+24 kg.
* The celestial body's radius is 434.275 km.
* The celestial body's coordinates are (-4952.0706470070645, -11821.368720698056).
* The celestial body's velocity is (2.3581701362685927, -6.286356393263569).
* The celestial body's speed is 6.71410776609333 km/s.
* The celestial body's acceleration is (0, 0).
* The celestial body's screen x and y coordinates are (730, 616).
* The celestial body's screen radius is 6.
* The celestial is using a pix found at Pix\Moons\8.png.
<<<15:11:34:005793>>>  Pix at Pix\Explosions\Celestial_Explosion_01\Explosion-A01.png loaded as frame for Moon #2's Explosion-252...
<<<15:11:34:006790>>>  Pix at Pix\Explosions\Celestial_Explosion_01\Explosion-A02.png loaded as frame for Moon #2's Explosion-252...
<<<15:11:34:006790>>>  Pix at Pix\Explosions\Celestial_Explosion_01\Explosion-A03.png loaded as frame for Moon #2's Explosion-252...
<<<15:11:34:006790>>>  Pix at Pix\Explosions\Celestial_Explosion_01\Explosion-A04.png loaded as frame for Moon #2's Explosion-252...
<<<15:11:34:007786>>>  Pix at Pix\Explosions\Celestial_Explosion_01\Explosion-A05.png loaded as frame for Moon #2's Explosion-252...
<<<15:11:34:007786>>>  Pix at Pix\Explosions\Celestial_Explosion_01\Explosion-A06.png loaded as frame for Moon #2's Explosion-252...
<<<15:11:34:008782>>>  Pix at Pix\Explosions\Celestial_Explosion_01\Explosion-A07.png loaded as frame for Moon #2's Explosion-252...
<<<15:11:34:008782>>>  Pix at Pix\Explosions\Celestial_Explosion_01\Explosion-A08.png loaded as frame for Moon #2's Explosion-252...
<<<15:11:34:008782>>>  Pix at Pix\Explosions\Celestial_Explosion_01\Explosion-A09.png loaded as frame for Moon #2's Explosion-252...
<<<15:11:34:008782>>>  Pix at Pix\Explosions\Celestial_Explosion_01\Explosion-A10.png loaded as frame for Moon #2's Explosion-252...
<<<15:11:34:009885>>>  Pix at Pix\Explosions\Celestial_Explosion_01\Explosion-A11.png loaded as frame for Moon #2's Explosion-252...
<<<15:11:34:009885>>>
* CURRENT VALUES FOR CELESTIAL BODY:  Moon #2's Explosion-252
* This is not the homeworld.
* The celestial boyd's density is 5515 kg/m^3.
* The celestial body's mass is 1000 kg.
* The Earth's mass is 5.972e+24 kg.
* The celestial body's radius is 434.275 km.
* The celestial body's coordinates are (-3839.7917065237907, -12283.085178045505).
* The celestial body's velocity is (2.445897257815192, -5.851077976050114).
* The celestial body's speed is 6.341729013258653 km/s.
* The celestial body's acceleration is (0.0005521795655080652, 0.0021803669996485905).
* The celestial body's screen x and y coordinates are (745, 623).
* The celestial body's screen radius is 6.
* The celestial is using frames found at Pix\Explosions\Celestial_Explosion_01.
* The celestial has a frame at Explosion-A01.png.
* The celestial has a frame at Explosion-A02.png.
* The celestial has a frame at Explosion-A03.png.
* The celestial has a frame at Explosion-A04.png.
* The celestial has a frame at Explosion-A05.png.
* The celestial has a frame at Explosion-A06.png.
* The celestial has a frame at Explosion-A07.png.
* The celestial has a frame at Explosion-A08.png.
* The celestial has a frame at Explosion-A09.png.
* The celestial has a frame at Explosion-A10.png.
* The celestial has a frame at Explosion-A11.png.
* The celestial is currently using a frame at Explosion-A01.png.
<<<15:11:34:009885>>>
* ADDITIONAL INFORMATION FOR Moon #2's Explosion-252:
* This cannonball is active.
* This cannonball is exploding!
* This cannonball is a celestial explosion.
<<<15:11:34:009885>>>  Moon #2 has marked itself for destruction...
<<<15:11:34:021555>>>  
Moon #2 being destroyed...
<<<15:11:34:021555>>>  Successfully destroyed celestial!
<<<15:11:34:107707>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C01.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:108705>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C02.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:110696>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C03.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:111703>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C04.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:112690>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C05.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:113685>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C06.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:114677>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C07.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:114677>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C08.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:115688>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C09.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:116675>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C10.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:116675>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C11.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:116675>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C12.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:117647>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C13.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:118701>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C14.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:119198>>>  Pix at Pix\Explosions\Celestial_Explosion_03\Explosion-C15.png loaded as frame for Moon #2-9700's Explosion-7124...
<<<15:11:34:119198>>>
* CURRENT VALUES FOR CELESTIAL BODY:  Moon #2-9700's Explosion-7124
* This is not the homeworld.
* The celestial boyd's density is 5515 kg/m^3.
* The celestial body's mass is 1000 kg.
* The Earth's mass is 5.972e+24 kg.
* The celestial body's radius is 434.275 km.
* The celestial body's coordinates are (-4467.842835275358, -13043.090346511935).
* The celestial body's velocity is (2.3865522779610777, -5.8919823538376885).
* The celestial body's speed is 6.356971592934478 km/s.
* The celestial body's acceleration is (0.0005301434225244585, 0.0017489807992595485).
* The celestial body's screen x and y coordinates are (736, 634).
* The celestial body's screen radius is 6.
* The celestial is using frames found at Pix\Explosions\Celestial_Explosion_03.
* The celestial has a frame at Explosion-C01.png.
* The celestial has a frame at Explosion-C02.png.
* The celestial has a frame at Explosion-C03.png.
* The celestial has a frame at Explosion-C04.png.
* The celestial has a frame at Explosion-C05.png.
* The celestial has a frame at Explosion-C06.png.
* The celestial has a frame at Explosion-C07.png.
* The celestial has a frame at Explosion-C08.png.
* The celestial has a frame at Explosion-C09.png.
* The celestial has a frame at Explosion-C10.png.
* The celestial has a frame at Explosion-C11.png.
* The celestial has a frame at Explosion-C12.png.
* The celestial has a frame at Explosion-C13.png.
* The celestial has a frame at Explosion-C14.png.
* The celestial has a frame at Explosion-C15.png.
* The celestial is currently using a frame at Explosion-C01.png.
<<<15:11:34:119198>>>
* ADDITIONAL INFORMATION FOR Moon #2-9700's Explosion-7124:
* This cannonball is active.
* This cannonball is exploding!
* This cannonball is a celestial explosion.
<<<15:11:34:119198>>>  Moon #2-9700 has marked itself for destruction...
<<<15:11:34:121313>>>  
Moon #2-9700 being destroyed...
<<<15:11:34:122365>>>  Successfully destroyed celestial!
<<<15:11:34:139020>>>  Successfully removed spellbook from Tank #2 Red AI Tank's effect list!
<<<15:11:34:139020>>>  Tank #2 Red AI Tank chose to shoot...
<<<15:11:34:139020>>>  Tank #2 Red AI Tank chose to shoot...
<<<15:11:34:139020>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:34:139020>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:34:139020>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:34:139020>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:34:139020>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:34:139020>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:34:139020>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:34:139020>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
